,product_name,countries_en,ingredients_text,traces_en,additives_n,sugar,niacin,citric acid,natural flavor,folic acid),corn syrup,thiamine mononitrate,riboflavin,salt,water
5661,"Select, Four Color Peppercorn Grinder",United States,"Black peppercorn, white peppercorn, green peppercorn, red peppercorn.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5662,"Select, Black Peppercorn Grinder",United States,Whole black peppercorns.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5663,"Select, Sea Salt Grinder",United States,Sea salt.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5664,"Select, Cinnamon Sugar Grinder",United States,"Sugar, cinnamon chips.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5665,"Select, Beer, Bacon & Cheddar Seasoning Blend",United States,"Sea salt, white cheddar cheese [(milk, salt, cheese cultures, enzymes), whey, buttermilk, salt, disodium phosphate], whey powder, dehydrated onion, spices, beer extract, brown sugar, dehydrated garlic, natural bacon flavor (maltodextrin), natural smoke flavor, silicon dioxide (added as a flow agent).",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5666,"Select, Backyard Barbeque Seasoning Blend",United States,"Cane sugar,sea salt, dehydrated onion, spices, dehydrated garlic, paprika, tomato powder, ground mustard, dehydrated orange peel, natural smoke flavor, yeast extract, balsamic vinegar powder (maltodextrin), citric acid, dehydrated red bell pepper, natural flavor, silicon dioxide (added as a flow agent).",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5667,Organic Black Chia Seeds,United States,Organic black chia seeds.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5668,Organic Whole Brown Flaxseed,United States,Organic whole brown flaxseed.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5669,Ground Golden Flaxseed,United States,Organic ground golden flaxseed.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5670,Organic Coconut Flour,United States,Organic coconut flour.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5671,Shelled Hemp Seeds,United States,Shelled hemp seeds.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5672,Almond Flour Meal,United States,Blanched almond flour.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5673,Creamy Milk Chocolate Frosting,United States,"Sugar, partially hydrogenated vegetable shortening (contains one or more of the following: partially hydrogenated soybean oil, cottonseed oil), water, high fructose corn syrup, cocoa (processed with alkali), nonfat milk, corn starch, emulsifier (mono- and diglycerides with preservatives [mixed tocopherols, ascorbic acid and citric acid], polysorbate 60, soy lecithin), modified wheat starch, salt, preservative (potassium sorbate), citric acid, natural and artificial flavor, dextrose, agar, color (titanium dioxide, red 40 lake).",,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5674,Buttercream Frosting,United States,"Sugar, partially hydrogenated vegetable shortening (contains one or more of the following: cottonseed and/or soybean oil), water, high fructose corn syrup, corn starch, modified wheat starch, mono- and diglycerides with preservative ( mixed tocopherols, ascorbic acid, citric acid), natural and artificial flavor, salt, preservative (citric acid, potassium sorbate), color (titanium dioxide, yellow 5, yellow 6), soy lecithin, dextrose, emulsifier (polysorbate 60), agar.",,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5675,Creamy Fudge Frosting,United States,"Sugar, partially hydro generated vegetable shortening (contains one or more of the following: partially hydrogenated soybean oil, cotton seed oil.). water, high fructose corn syrup, cocoa (processed with alkali), emulsifiers (mono- and diglycerides with preservatives [mixed tocopherols, ascorbic acid and citric acid], polysorbate 60, soy lecithin), corn starch, salt, modified wheat starch, citric acid, preservative (potassium sorbate), dextrose, color (red 40 lake, blue 2 lake, yellow 5 lake), agar, natural and artificial flavor.",,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5676,"Select, Double Dutch Chocolate Creme Cake",United States,"Chocolate cake (sugar, enriched wheat flour bleached [flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], soybean oil, cocoa processed with alkali, food starch-modified, dry egg yolk, propylene glycol mono & diesters of fatty acids, mono &",,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5677,"Creme Cake, Cinnamon Swirl",United States,"Cake (sugar, enriched wheat flour bleached [flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], soybean oil, egg yolk, food starch-modified, whey, leavening [sodium acid pyrophosphate, baking soda], egg whites, propylene glycol mono & dies",,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5678,Handcrafted Creme Cake,United States,"Cake (sugar, enriched wheat flour bleached [flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], soybean oil, egg yolk, food starch-modified, whey, leavening [sodium acid pyrophosphate, baking soda], egg whites, propylene glycol mono & dies",,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5679,Handcrafted Creme Cake,United States,"Cake mix (sugar, enriched wheat flour bleached [flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], soybean oil, egg yolk, food starch-modified, whey, leavening [sodium acid pyrophosphate, baking soda], egg whites, propylene glycol mono &",,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5680,Italian Bread,United States,"Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, yeast, contains less than 2% of salt, soybean oil, sugar, sodium stearoyl lactylate, ascorbic acid, wheat gluten, enzymes, calcium",,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5681,French Bread,United States,"Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, yeast, contains less than 2% of salt, soybean oil, sugar, sodium stearoyl lactylate, ascorbic acid, wheat gluten, enzymes, calcium",,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5682,Iced Brownies,United States,"Brownie mix [sugar, enriched flour, bleached (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), cocoa processed with alkali, partially hydrogenated soybean and cottonseed oil, soybean oil, corn syrup solids, egg",,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5683,Easter Pink Frosted Brownies,United States,"Brownie [sugar, enriched flour, bleached (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), cocoa processed with alkali, partially hydrogenated soybean and cottonseed oil, soybean oil, corn syrup solids, egg yol",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5684,Easter Blue Frosted Brownies,United States,"Brownie [sugar, enriched flour, bleached (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), cocoa processed with alkali, partially hydrogenated soybean and cottonseed oil, soybean oil, corn syrup solids, egg yol",,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5685,"Supermarkets, Inc, Creme Cake, Pistachio Almonds",United States,"Cake (sugar, enriched wheat flour bleached [flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], soybean oil, egg yolk, food starch-modified, whey, leavening [sodium acid pyrophosphate, baking soda], egg whites, propylene glycol mono & dies",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5686,"Creme Cake, Orange Blossom",United States,"Cake mix (sugar, enriched wheat flour bleached [flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], soybean oil, egg yolk, food starch-modified, whey, leavening [sodium acid pyrophosphate, baking soda], egg whites, propylene glycol mono &",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5687,"Creme Cake, Coconut Sour Cream",United States,"Cake mix (sugar, enriched wheat flour bleached [flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], soybean oil, egg yolk, food starch-modified, whey, leavening [sodium acid pyrophosphate, baking soda], egg whites, propylene glycol mono &",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5688,Christmas Brownies,United States,"Brownie mix [sugar, enriched flour, bleached (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), cocoa processed with alkali, partially hydrogenated soybean and cottonseed oil, soybean oil, cornsyrup, solids, egg",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5689,Ice Cream Cups,United States,"Enriched wheat flour (contains wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid}, tapioca flour, sugar, vegetable oil shortening [soybean oil or canola oil, modified palm oil, soy lecithin), leavening (sodium bicarbonate, am",,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5690,100% Pure Corn Starch,United States,Corn starch.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5691,Granulated Sugar,United States,Sugar.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5692,"Organic, Premium Light Agave Nectar",United States,Organic agave.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5693,Premium Amber Agave Nectar,United States,Organic agave.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5694,Dark Brown Sugar,United States,"Sugar, molasses.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5695,Powdered Sugar,United States,"Sugar, cornstarch.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5696,Light Brown Sugar,United States,"Sugar, molasses.",,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5697,Sweetener With Saccharin,United States,"Dextrose with maltodextrin, sodium saccharin (32 mg saccharin), cream of tartar, calcium silicate (anti-caking agent).",,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5698,Sucralose Sweetener,United States,"Dextrose with maltodextrin, sucralose.",,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5699,All-Purpose Flour,United States,"Enriched bleached wheat flour (flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), malted barley flour.",,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5700,All-Purpose Flour,United States,"Enriched bleached wheat flour (flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), malted barley flour.",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5701,Whole Wheat Flour,United States,Whole wheat flour.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5702,Corn Oil,United States,Corn oil.,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5703,Sunflower Oil,United States,Sunflower oil.,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5704,Iodized Salt & Black Pepper Set,United States,"Salt ingredients: salt, sodium silicoaluminate, dextrose, potassium iodide, pepper ingredient: pure black pepper.",,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5705,Blended Vegetable Oil,United States,"Canola oil, soybean oil.",,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5706,Canola Oil,United States,Canola oil.,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5707,Canola Oil,United States,Canola oil.,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5708,Canola Oil,United States,Canola oil.,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5709,Vegetable Oil,United States,Soybean oil.,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5710,Blended Vegetable Oil,United States,"Canola oil, soybean oil.",,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5711,Corn Oil,United States,Corn oil.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5712,Peanut Oil,United States,Peanut oil.,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5713,Vegetable Oil,United States,Soybean oil.,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5714,Canola Oil,United States,Canola oil.,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5715,Vegetable Oil,United States,Soybean oil.,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5716,Corn Oil,United States,Corn oil.,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5717,Extra Virgin Olive Oil,United States,Extra virgin olive oil.,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5718,"Select, Extra Virgin Olive Oil",United States,Extra virgin olive oil.,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5719,"Select, Pure Olive Oil",United States,Olive oil.,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5720,"Select, Pure Olive Oil",United States,Olive oil,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5721,Extra Virgin Olive Oil,United States,Extra virgin olive oil,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5722,"Select, Extra Light Olive Oil",United States,Olive oil.,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5723,"Select, Extra Virgin Olive Oil",United States,Extra virgin olive oil.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5724,100% Italian Extra Virgin Olive Oil,United States,Organic extra virgin olive oil.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5725,Pure Olive Oil,United States,Olive oil composed of refined olive oils and extra virgin olive oil.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5726,Olive Oil,United States,Olive oil composed of refined olive oils and extra virgin olive oil.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5727,Olive Oil,United States,Extra virgin olive oil.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5728,100% Italian Extra Virgin Olive Oil,United States,Extra virgin olive oil.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5729,Olive Oil Nonstick Cooking Spray,United States,"Extra virgin olive oil*, soy lecithin, dimethyl silicone (for anti-foaming), propellant.",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5730,Original Nonstick Cooking Spray,United States,"Canola oil *, soy lecithin, dimethyl silicone (for anti-foaming), propellant. *adds trivial amount of fat",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5731,"Nonstick Cooking Spray, Butter",United States,"Soybean oil*, soy lecithin, natural flavors, dimethyl silicone (for anti-foaming), beta carotene (color), propellant.",,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5732,Vegetable Shortening,United States,"Partially hydrogenated soybean and cottonseed oil, vegetable mono-and diglycerides.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5733,Butter Syrup,United States,"Corn syrup, high fructose corn syrup, water, contains less than 2% of: salt, cellulose gum, natural and artificial flavors, sodium hexametaphosphate, sodium benzoate and sorbic acid (preservatives), caramel color.",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5734,Original Syrup,United States,"Corn syrup, high fructose corn syrup, water, contains less than 2% of natural and artificial flavors, cellulose gum, salt, caramel color, sodium benzoate and sorbic acid (preservatives), and sodium hexametaphosphate.",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5735,Original Syrup,United States,"Corn syrup, high fructose corn syrup, water, contains less than 2% of natural and artificial flavors, cellulose gum, salt, caramel color, sodium benzoate and sorbic acid (preservatives), and sodium hexametaphosphate.",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5736,"Syrup, Butter Lite",United States,"Water, high fructose corn syrup, sugar syrup, cellulose gum, natural and artificial flavors, salt, caramel color, sodium benzoate and sorbic acid (preservatives), sodium hexametaphosphate.",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5737,"Original Syrup, Original",United States,"Corn syrup, high fructose corn syrup, water, contains less than 2% of natural and artificial flavors, cellulose gum, salt, caramel color, sodium benzoate and sorbic acid (preservatives), and sodium hexametphosphate.",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5738,"Select, True Maple Syrup",United States,Pure maple syrup.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5739,Complete Pancake & Waffle Mix,United States,"Enriched bleached flour (bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), sugar, leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate), dextrose, soybean oil, salt, egg yolk, natural and artificial flavor, calcium carbonate, corn starch, egg white, xanthan gum.",,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5740,All-Purpose Baking Mix,United States,"Enriched bleached flour (bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), partially hydrogenated vegetable shortening (contains soybean oil) with emulsifier (mono- and diglycerides), leavening (baking soda, sodium aluminium phosphate, monocalcium phosphate), salt, buttermilk, dextrose.",,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5741,Classic White Cake Mix,United States,"Sugar, enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), vegetable shortening (contains one or more of the following: [palm oil, and/or soybean oil] with emulsifier [propylene glycol monoesters, mono and diglycerides, soy lecithin]), modified corn starch, emulsifier (propylene glycol mono- and diesters, mono and diglycerides), leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate), salt, dextrose, artificial flavor, lecithin, xanthan gum, preservative (bht, citric acid).",,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5742,Classic Yellow Cake Mix,United States,"Enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable shortening ([contains one or more of the following: palm oil and/or soybean oil) with emulsifier [propylene glycol mono and dieste",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5743,Devils Food Cake Mix,United States,"Enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), sugar, cocoa (processed with alkali), vegetable shortening (contain one or more of the following: palm and/or soybean oil) with emulsifier (propylene glycol monoesters, mono and diglycerides, soy lecithin), dextrose, leavening (baking soda, monocalcium phosphate, sodium aluminum phosphate), emulsifier (propylene glycol mono and dieters, mono and diglycerides), modified cornstarch, salt, cellulose gum, guar gum, artificial flavor, preservative (bht, citric acid).",,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5744,Moist Deluxe Confetti Cake Mix,United States,"Enriched bleached flour (bleached wheat flour, niacin iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable shortening ([contains one or more of the following: palm oil and/or soybean oil] with emulsifier [propylene glycol mono- and diesters, mono- and diglycerides and soy lecithin] with preservative [bht, citric acid]), confetti bits (sugar, corn starch, vegetable oil [palm kernel, palm oil], soy lecithin, confectioner's glaze, color [red 40 lake, yellow 6 lake, blue 1 lake, yellow 5 lake], dextrin, carnauba wax, natural and artificial flavor), modified corn starch, leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate), salt, dextrose, artificial flavor, xanthan gum.",,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5745,Angel Food Cake Mix,United States,"Sugar, wheat starch, egg white, enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), leavening (monocalcium phosphate, baking soda), corn starch, salt, artificial flavor, whipping aid (sodium lauryl sulfate).",,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5746,Fudge Brownie Mix,United States,"Sugar, enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), cocoa (processed with alkali), partially hydrogenated vegetable shortening (contains soybean oil), salt, corn starch, artificial flavor, leavening (baking soda).",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5747,"Transformers Flavored Snacks, Fruit",United States,"Corn syrup, sugar, fruit juice concentrate (apple, grape, lemon, orange, strawberry), modified corn starch, corn starch, high oleic canola oil, less than 2% of: malic acid, ascorbic acid (vitamin c), natural and artificial flavors, yellow #5, blue #1, red",,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5748,"Fruit & Grain Cereal Bars, Raspberry",United States,"Filling (high fructose corn syrup, corn syrup, water, raspberry puree concentrate, sugar, glycerin, maltodextrin, modified corn starch, sodium alginate, methylcellulose, monocalcium phosphate, xanthan gum, citric acid, malic acid, natural and artificial f",,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5749,"Chewy Granola Bars, Peanut Butter Chocolate Chip",United States,"Granola [whole grain rolled oats, crisp rice (rice, sugar, barley malt extract, salt), sugar, whole wheat flakes, canola oil, molasses, enriched wheat flour (bleached wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin,",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5750,"Crunchy Granola Bars, Oats 'N Honey",United States,"Whole grain rolled oats, sugar, canola oil, crisp rice with soy protein (rice flour, soy protein concentrate, sugar, salt), molasses, honey, salt, soy lecithin, natural flavor, baking soda, mixed tocopherols (to retain freshness), maple syrup, brown sugar",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5751,"Toaster Pastries, Frosted Blueberry",United States,"Enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], corn syrup, sugar, high fructose corn syrup, palm oil, fruit from concentrate (white grape, blueberry), glycerine, modified co",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5752,"Toaster Pastries, Frosted Brown Sugar Cinnamon",United States,"Enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], corn syrup, sugar, high fructose corn syrup, palm oil, brown sugar, whey permeate, modified corn starch, precooked yellow corn meal, salt, cinnamon, leavening (sodium aluminum phosphate, baking soda), color added. citric acid, potassium sorbate (a preservative), gelatin, soy lecithin, modified soy protein, vitamin a palmate, reduced iron, niacinamide, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1).",,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5753,"Toaster Pastries, Frosted Cherry",United States,"Enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], corn syrup, sugar, high fructose corn syrup, palm oil, fruit from concentrate (white grape, cherry), glycerine, modified corn starch, whey permeate, precooked yellow corn meal, salt, leavening (sodium aluminum phosphate, baking soda), citric acid, natural and artificial flavor, potassium sorbate (a preservative), color added (includes red 40), gelatin, yellow corn flour, modified soy protein, vitamin a palmitate, reduced iron, niacinamide, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1).",,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5754,"Toaster Pastries, Frosted Strawberry",United States,"Enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin b2), folic acid], corn syrup, sugar, high fructose corn syrup, palm oil, fruit from concentrate (white grape, strawberry), glycerine, modified corn starch, whey permeate, precooked yellow corn meal, salt, leavening (sodium aluminum phosphate, baking soda), color added (includes red 40, blue 1), citric acid, malic acid, natural and artificial flavor, potassium sorbate (a preservative), gelatin, yellow corn flour, modified soy protein, vitamin a palmitate, reduced iron, niacinamide, pyriodoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1).",,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5755,"Toaster Pastries, Frosted Chocolate Fudge",United States,"Enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], sugar, high fructose corn syrup, corn syrup, palm oil, whey permeate, cocoa processed with alkali, modified corn starch, salt, precooked yellow corn meal, leavening (baking soda, sodium aluminium phosphate), color added (includes red 40), sorbitol, potassium sorbate (a preservative), natural and artificial flavor, gelatin, yellow corn flour, modified soy protein, vitamin a palmitate, reduced iron, niacinamide, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1),",,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5756,Assorted Fruit Snakcs,United States,"Corn syrup, sugar, fruit juice concentrate (apple, grape, strawberry, orange, lemon), modified corn starch, corn starch, partially hydrogenated vegetable oil (soybean and cottonseed), contains less than 2% of the following: malic acid, ascorbic acid (vitamin c), natural and artificial flavors, white mineral oil, blue 1, red 40, yellow 5, yellow 6, carnauba wax.",,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5757,"Instant Oatmeal, Maple & Brown Sugar",United States,"Whole grain rolled oats, sugar, natural flavors, salt, guar, caramel color. vitamins and minerals: calcium carbonate (a source of calcium), niacinamide*, reduced iron, vitamin a palmitate, pyridoxine hydrochloride*, ricoflavin*, thiamin mononitrate*, foli",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5758,"Instant Oatmeal, Apple & Cinnamon",United States,"Whole grain rolled oats, sugar, dehydrated apples (treated with sulfur dioxide and sodium sulfite to promote color retention), natural flavors, salt, cinnamon, guar gum, citric acid, beet powder (for color). vitamins and minerals: calcium carbonate (a source of calcium), ferric orthophosphate (a source of iron), niacinamide*, vitamin a palmitate, pyridoxine hydrochloride*, riboflavin*, thiamin mononitrate*, folic acid*, vitamin d.",,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5759,"Instant Oatmeal, Regular",United States,"Whole grain rolled oats, salt, guar gum, caramel color. vitamin and minerals: calcium carbonate (a source of calcium), ferric orthophosphate (a source of iron), niacinamide*, vitamin a palmitate, pyridoxine hydrochloride*, ribofalvin*, thiamin mononitrate",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
