product_name,countries_en,ingredients_text,traces_en,additives_n,natural flavor,citric acid,salt,folic acid),niacin,sugar,water,riboflavin,corn syrup,thiamine mononitrate,label
Hot Italian Sausage,United States,"Pork, water, corn syrup, less than 2% of the following: dextrose, salt, spices (including fennel and red pepper), paprika,natural flavors, bha, bht.",,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Mild Italian Sausage,United States,"Pork, water, corn syrup, less than 2% of the following: salt, spices (including fennel and black pepper), dextrose, paprika, flavorings, bha, propyl gallate, citric acid.",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Sweet Italian Sausage,United States,"Pork, water, corn syrup, less than 2% of the following: salt, dextrose, natural spices (including fennel and black pepper), natural flavoring, bha, propyl gallate, citric acid, extractives of paprika.",,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
Bratwurst,United States,"Pork, water, corn syrup, less than 2% of the following: salt, dextrose, flavorings, bha, propyl gallate, citric acid.",,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
Beer Bratwurst,United States,"Pork, beer, corn syrup, less than 2% of the following: salt, dextrose, monosodium glutamate, flavorings, bha, propyl gallate, citric acid.",,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
Sweet Italian Rope Style Sausage,United States,"Pork, water, corn syrup, less than 2% of the following: salt, dextrose, natural spices (including fennel and black pepper), natural flavoring, bha, propyl gallate, citric acid, extractives of paprika.",,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
Regular Cut Bacon,United States,"Cured with: water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite",,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Bacon, Naturally Hardwood Smoked, Regular Cut",United States,"Cured with: water, salt, sugar, sodium phosphates, sodium erythorbate, sodium nitrite.",,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
"Thick Cut Bacon, Smoke",United States,"Cured with: water, salt, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite",,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
Premium Cut Turkey Bacon,United States,"Cured with: turkey thighs, water, potassium lactate, sugar, salt, sodium phosphate, sodium diacetate, sodium erythorbate, sodium nitrite,",,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
Premium Turkey Bacon,United States,"Cured with: water, potassium lactate, dextrose, salt, sodium phosphate, sugar, sodium diacetate, sodium erythorbate, sodium nitrite.",,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
Center Cut Bacon,United States,"Water, slat, sugar, sodium phosphate, sodium erythorbate, sodium nitrite",,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
"Bacon, Lower Sodium, Regular Cut",United States,"Cured with: water, salt, sugar, potassium chloride, sodium phosphate, sodium erythorbate, maltodextrin, sodium nitrite.",,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Applewood Smoked Regular Cut Bacon,United States,"Cured with: water, salt, sugar, sodium phosphates, sodium erythorbate, sodium nitrite.",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Steam N' Serve Edamame Shelled Soybeans,United States,Soybeans.,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"Juice Cocktail Concentrate, Grape",United States,"Sweeteners (high fructose corn syrup, sugar) water, grape juice concentrate, natural flavors, citric acid, ascorbic acid (vitamin c), red 40, blue 1.",,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"Country Style Juice Concentrate, Orange",United States,"Concentrated orange juice, water.",,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"Pink Lemonade Frozen Concentrate, Pink Lemonade",United States,"Sweeteners (high fructose corn syrup, sugar), water, concentrated lemon juice, lemon pulp, grape juice, lemon oil.",,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
"Frozen Concentrate, Lemonade",United States,"Sweeteners (high fructose corn syrup, sugar), water, concentrate lemon juice, lemon pulp, lemon oil.",,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
"Apple Juice Frozen Concentrate, Apple",United States,"Concentrated apple juice, water, ascorbic acid (vitamin c).",,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Orange Juice With Calcium,United States,"Concentrated orange juice, water tricalcium phosphate, calcium lactate, citric acid.",,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Limeade Frozen Concentrate, Limeade",United States,"Sweeteners (high fructose corn syrup, sugar), water, concentrated lime juice, lime pulp, lime oil.",,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1
"Frozen Concentrate, Strawberry Lemonade",United States,"Sweeteners (high fructose corn syrup, sugar), water, strawberry puree, concentrated lemon juice, concentrated grape juice, natural and artificial flavors, ascorbic acid (vitamin c), sodium citrate.",,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
"Frozen Concentrate, Raspberry Lemonade",United States,"Sugar syrup, high fructose corn syrup, water, lemon concentrate, raspberry concentrate, natural and artificial flavor.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"Fruit Punch Frozen Concentrate, Fruit Punch",United States,"Sweeteners (high fructose corn syrup, sugar), water, concentrated fruit juices (apple, pineapple, passion fruit, orange, grapefruit, lemon), citric acid, ascorbic acid, natural flavors, red 40, blue 1.",,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Organic Blueberries,United States,Organic blueberries.,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Organic Whole Strawberries,United States,Organic strawberries,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Organic Berry Medley,United States,"Organic strawberries organic blackberries, organic red raspberries, organic blueberries.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Organic Raspberries,United States,Organic red raspberries,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Raspberries,United States,Organic red raspberries.,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Organic Berry Medley,United States,"Organic strawberries, organic blackberries, organic red raspberries, organic blueberries.",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
Sliced Strawberries,United States,"Strawberries, sugar.",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Whole Strawberries,United States,Strawberries.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sliced Strawberries,United States,"Strawberries, sugar.",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"Sliced Peaches, Grade A Fancy",United States,"Peaches, ascorbic acid and malic acid to prevent oxidation.",,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Berry Medley,United States,"Strawberries. blackberries, red raspberries and blueberries.",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
Blueberries,United States,Blueberries.,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
Sliced Strawberries,United States,Strawberries.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Berry Medley,United States,"Strawberries, blackberries, red raspberries and blueberries.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Red Raspberries,United States,"Raspberries, sugar, and water",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pineapple Chunks,United States,Pineapple.,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Grade A Fancy Wild Blueberries,United States,Wild blueberries.,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Peas And Carrots,United States,"Peas, carrots.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Broccoli Cuts,United States,Broccoli.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Italian Blend,United States,"Zucchini, cauliflower, carrots, italian beans, lima beans.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Oriental Blend,United States,"Green beans, broccoli florets, onions, mushrooms.",,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
Winter Blend Broccoli And Cauliflower,United States,"Broccoli, cauliflower.",,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
Organic Steamable Broccoli Florets,United States,Organic broccoli.,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
Steamable Edamame Soybeans In The Pod,United States,Organic soybeans,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Quinoa Salad,United States,"Cooked quinoa (water, white, red and black quinoa), chickpeas, red and yellow peppers, eggplant, extra virgin olive oil, sundried tomatoes, almonds, black olives, salt, chili powder.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
Freekeh Salad With Zucchini & Seaweed,United States,"Cooked freekeh (water, roasted green durum wheat), zucchini, extract virgin olive oil, onion, fresh ginger, salt, seaweed, garlic, pepper.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Authentic Italian Macaroni & Cheese,United States,"Cooked organic macaroni (organic durum wheat semolina, water, salt), organic cheese sauce (pasteurized organic milk, water, organic milk, salt, microbial rennet], organic mozzarella cheese [pasteurized organic milk, salt, microbial rennet], organic wheat",,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
"Potato Crowns, Shaped Shredded Potatoes",United States,"Potatoes, vegetable oil (contains one or more of the following oils: canola, soybean, cottonseed, sunflower, corn). contains 2% or less of corn starch - modified, dehydrated onion, dextrose, salt, sodium acid pyrophosphate added to maintain natural color.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Curly French Fried Potatoes,United States,"Potatoes, vegetable oil (contains one or more of the following oils: canola, soybean, cottonseed, sunflower, corn), enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid). contains 2% or less of annatto (color), d",,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Crispy Golden Tater Puffs,United States,"Potatoes, vegetable oil (contains one or more of the following oils: canola, soybean, cottonseed, sunflower, corn), contains 2% or less of corn starch - modified, dehydrated onion, dextrose, salt, sodium acid pyrophosphate added to maintain natural color.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"O'Brien, Cubed Potatoes With Onions And Peppers",United States,"Potatoes, onions, green bell peppers, red bell peppers. contains 2% or less of dextrose, sodium acid pyrophosphate added to maintain natural color.",,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Shredded Hash Browns Potatoes,United States,"Potatoes, contains 2% or less of dextrose, sodium acid pyrophosphate added to maintain natural color.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
French Fried Potatoes,United States,"Potatoes, vegetable oil (contains one or more of the following oils: canola, soybean, cottonseed, sunflower, corn), contains 2% or less of annatto (color), caramel color, salt, sodium acid pyrophosphate added to maintain natural color.",,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Regular Pie Crusts,United States,"Enriched wheat flour (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), partially hydrogenated lard* with bha and bht to protect flavor, water, sugar. contains 2% or less of: whey, salt, baking soda, sodium metabisulfite (preservative), yellow 5, yellow 6.",,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pie Crusts,United States,"Enriched flour (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), partially hydrogenated lafd with bha and bht added to protect flavor, water, sugar, whey, salt, baking soda, sodium metabisulfite (preservative), colored with yellow",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
French Style Classic Dinner Rolls,United States,"Enriched flour (bleached wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, sugar, salt, palm oil, yeast, dextrose, malted barley flour, calcium stearoyl lactylate, malt powder (dried corn syrup, barley malt extract), datem, soybean oil, potassium iodate, ascorbic acid, enzymes, azodicarbonamide, l-cysteine, sour dough cultures.",,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
"Garlic Bread, Original",United States,"Bread: enriched flour (bleached wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, contains 2% or less of: palm oil, salt, yeast, malted barley flour, sugar, dextrose, sodium stearoyl lactylate, calcium sulfate, wheat starch, calcium carbonate, defatted soy flour, enzymes, ammonium aluminum sulfate, l-cysteine, azodicarbonamide, diammonium phosphate, calcium peroxide, dicalcium phosphate, corn meal. spread: natural oil blend (soybean, palm fruit, palm stearine, palm kernel and/or canola), water, dried garlic, sweet cream buttermilk, contains 2% or less of: salt, mono- and diglycerides, soy lecithin, potassium sorbate and sodium benzoate (to protect quality), natural and artificial flavor, spices, vitamin a palmitate, betacarotene (for color), lactic acid, citric acid.",,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Multigrain Waffles,United States,"Enriched wheat flour (flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), whey, water, vegetable oil (canola and/or soybean oil), wheat bran, stone ground whole wheat flour, whole oat flour, white corn flour, sugar, leavening (sodium acid pyrophosphate, sodium bicarbonate), egg whites, soy lecithin, calcium carbonate, salt, vitamin a palmitate, niacinamide, reduced iron, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1), folic acid, vitamin b12.",,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Home Style Waffles,United States,"Enriched wheat flour (flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), water, whey, vegetable oil (canola and/or soybean oil), eggs, soy lecithin, leavening (sodium acid pyrophosphate, sodium bicarbonate), sugar, calcium carbonate, salt, vitamin a palmitate, niacinamide, reduced iron, pyridoxine hydrochloride (vitamin b2), thiamin mononitrate (vitamin b1), folic acid b12.",,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Buttermilk Waffles,United States,"Enriched wheat flour (flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), water, whey, vegetable oil (canola and/or soybean oil), buttermilk, eggs, soy lecithin, leavening (sodium acid pyrophosphate, sodium bicarbonate), sugar, calcium carbonate, salt, vitamin a palmitate, niacinamide, reduced iron, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1), folic acid, vitamin b12.",,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Whole Wheat Waffles,United States,"Whole wheat flour, whey, vegetable oil (canola and/or soybean oil), egg whites, contains 2% or less of: sugar, soy lecithin, leavening (sodium acid pyrophosphate, sodium bicarbonate), calcium carbonate, wheat bran, salt, vitamin a palmitate, niacinamide,",,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Homestyle Waffles,United States,"Enriched wheat flour (flour. niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid). water, whey, vegetable oil (canola andior soybean oil), eggs, soy lecithin, leavening (sodium acid pyrophosphate, sodium bicarbonate), sugar, calcium carbonate, salt, vitamin a palmitate, niacinamide, reduced iron, pyridoxine hydrochloride (vitamin 66), riboravin (vitamin 62), thiamin mononitrate (vitamin 61). folic acid, vitamin b12.",,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Buttermilk Pancakes,United States,"Enriched wheat flour (flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), whey, water, sugar, buttermilk, corn flour, vegetable oil (canola and/or soybean oil), eggs, leavening (sodium bicarbonate, sodium aluminium phosphate, monocalcium phosphate, aluminum sulfate), salt, soy lecithin, vitamin a palmitate, reduced iron, niacinamide, pyridoxine hydrochloride (vitamin b6), thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid, vitamin b12.",,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Home Style Pancakes,United States,"Enriched wheat flour (flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), whey, water, sugar, corn flour, vegetable oil (canola and/or soybean oil), eggs, leavening (sodium bicarbonate, sodium aluminum phosphate, monocalcium phosphate, aluminum sulfate), salt, soy lecithin, vitamin a plamitate, reduced iron, niacinamide, pyridoxine dydrochloride (vitamin b6), thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid, vitmain b12.",,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Croissant Sandwitches, Sausage, Egg & Cheese",United States,"Croissant (enriched bleached flour [wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid], vegetable shortening (partially hydrogenated soybean and / or cottonseed oils, water, salt, mono & diglycerides, annatto extract ], skim milk, high fructose corn syrup, yeast, water. contains 2% or less of each of the following: salt, eggs, wheat gluten, enzymes, sugar, natural & artificial flavors, mono & diglycerides, calcium propionate and potassium sorbate [as preservatives], soy flour), pork sausage patties (pork, water, salt, sugar, spice, flavoring, bha and bht [antioxidants]), egg patty (whole eggs, water, dry whole milk, soybean oil, salt, xanthan gum, citric acid, soy lecithin [release agent]), process american sharp cheese (cultured milk and skim milk, cream, sodium citrate, salt, artificial color, sodium phosphate, sorbic acid [preservative], acetic acid, enzymes, soy lecithin).",,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Croissant Sandwiches, Ham, Egg & Cheese",United States,"Croissant (enriched bleached flour [wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid], vegetable shortening [partially hydrogenated soybean and / or cottonseed oils, water, salt, mono & diglycerides, annatto extract ], skim milk, high fructose corn syrup, yeast, water, contains 2% or less of each of the following: salt, eggs, wheat gluten, enzymes, sugar, natural & artificial flavors, mono & diglycerides, calcium propionate and potassium sorbate [as preservatives], soy flour), egg patty (whole eggs, water, dry whole milk, soybean oil, salt, xanthan gum, citric acid, soy lecithin [release agent]), ham (pork cured with water, dextrose, salt, contains 2% or less of: sodium lactate, sugar, sodium phosphate, sodium diacetate, sodium erythorbate, sodium nitrite), process american sharp cheese (cultured milk and skim milk, cream, sodium citrate, salt, artificial color, sodium phosphate, sorbic acid [preservative], acetic acid, enzymes, soy lecithin).",,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
"Sausage, Egg & Cheese Biscuit Sandwiches",United States,"Biscuit (bleached enriched wheat flour [bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], buttermilk [cultured low-fat milk, nonfat dry milk, food starch, salt, carrageenan, pectin], partially hydrogenated soybean oil, biscuit base [sugar, leavening {sodium bicarbonate, sodium aluminum phosphate, anhydrous monocalcium phosphate}, enriched flour {wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid}, salt, sodium stearoyl lactylate, soybean oil], water, artificial flavor, potassium sorbate [preservative]), pork sausage patties (pork, water, salt, sugar, spice, flavoring, bha and bht [antioxidants]), egg patty (whole eggs, water, dry whole milk, soybean oil, salt, xanthan gum, citric acid, soy lecithin [release agent]), processed american sharp cheese (cultured milk and skim milk, cream, sodium citrate, salt, artificial color, sodium phosphate, sorbic acid [preservative], acetic acid, enzymes, soy lecithin).",,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
"Flatbread Sandwiches, Ham, Egg & Pepper Jack Cheese",United States,"Whole wheat flatbread (whole wheat flour, water, yeast, sugar. wheat gluten. cellulose. contains 2% or less of the following: soybean oil, polydextrose, salt, wheat bran, vegetable gums, dough conditioners [mono and diglycerides, ascorbic acid]. calcium propionate [preservative], guar gum, corn syrup solids, calcium sulfate, sorbic acid [preservative], wheat starch), egg patty (whole eggs, water, dry whole milk, soybean oil, salt, xanthan gum, citric acid, soy lecithin), processed american pepper jack cheese (cultured milk and skim milk, cheese culture, water, jalapeno peppers, cream, sodium citrate, salt, red bell peppers, natural flavors, sorbic acid [preservative], lactic acid, soy lecithin, enzymes), ham (pork cured with water, dextrose, salt, contains 2% or less of: sodium lactate, sugar, sodium phosphate, sodium diacetate, sodium erythorbate, sodium nitrite).",,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
"Flatbread Sandwiches, Egg & Cheese",United States,"Whole wheat flatbread (whole wheat flour, water, yeast. sugar. wheat gluten. cellulose, contains 2% or less of the following: soybean oil. polydextrose, salt, wheat bran. vegetable gums, dough conditioners [mono and diglycerides, ascorbic acid], calcium propionate [preservative], guar gum, corn syrup solids, calcium sulfate, sorbic acid [preservative], wheat starch), egg patty (whole eggs, water, whole milk powder. soybean oil, salt, xanthan gum. citric acid), processed sharp american yellow cheese (cultured milk and skim milk, cream, sodium citrate, salt, artificial color, sodium phosphate, sorbic acid [preservative], acetic acid, enzymes soy lecithin).",,13.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
"Light Wheat Muffin Sandwiches, Turkey Sausage, Egg While & Cheese",United States,"Wheat english muffin (bleached enriched flour[wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water whole wheat flour, yeast, contains less than two percent of the following: wheat gluten, yellow corn flour, yellow corn meal, calcium propionate, [preservative], honey, high fructose corn syrup, wheat starch, sugar, salt, calcium sulfate, fumaric acid, citric acid, calcium citrate, ascorbic acid, calcium peroxide, datem, enzymes, monocalcium phosphate, azodicarbonamide), egg white patty ( egg whites, modified food starch, soybean oil, salt, carrageenan, egg flavor [medium chain triglycerides, natural and artificial flavors], soy lecithin), turkey patty (turkey, water, textured vegetable protein product [soy protein, concentrate, zinc oxide, niacinamide, ferrous sulfate, copper gluconate, vitamin a palmitate, calcium pantothenate, thiamine mononitrate, pyridoxine hydrochloride, riboflavin, and cyanocobalamin], salt, corn syrup solids, spices, hydrolyzed soy protein, flavoring, citric acid, bha), process american sharp cheese (cultured milk and skim milk, cream, sodium citrate, salt, artificial color, sodium phosphate, sorbic acid [preservative], acetic acid, enzymes, soy lecithin).",,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
"Light Croissant Sandwiches, Turkey Sausage, Egg White & Cheese",United States,"Croissant (wheat flour, water, margarine [palm oil, water, soybean oil, sugar, soy lecithin, mono diglycerides, potassium sorbate {preservative}, citric acid, artificial flavor, beta carotene {color}, vitamin a palmitate], high fructose corn syrup, yeast, wheat gluten, salt, whey, dough conditioner [wheat flour, calcium sulfate, datem, ammonium sulfate, enzymes, ascorbic acid, azodicarbonamide], calcium propionate [preservative], emulsifer [water sorbitan monostearate, polysorbate 60, mono diglycerides,sodium propionate {preservative}), egg white patty (egg whites, modified food starch, soybean oil, salt, carrageenan, egg flavor [medium chain triglycerides, natural and artificial flavors], soy lecithin), turkey patty (turkey, water, textured vegetable protein product [soy protein concentrate zinc oxide, niacinamide, ferrous sulfate, copper gluconate, vitamin a palmitate, calcium pantothenate, thiamine mononitrate, pyridoxine hydrochloride, riboflavin, and cyanocobalamin], salt corn syrup solids, spices, hydrolyzed soy protein flavoring, citric acid, bha), process american sharp cheese (cultured milk and skim milk, cream, sodium citrate, salt, artificial color, sodium phosphate, sorbic acid [preservative], acetic acid, enzymes, soy lecithin).",,17.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"Select, Creamy Ricotta, Romano, Parmesan And Asiago Cheese, Ravioli",United States,"Durum wheat flour (enriched with iron (ferrous sulfate) and b vitamins (niacin, thiamin, riboflavin, folic acid)), ricotta cheese (pasteurized whey, cream, vinegar, and salt), whole milk ricotta cheese (sweet whey, whole milk, sweet cream, culture, vinegar and salt), water, whole egg, asiago cheese (pasteurized cow's milk, cheese cultures, salt, enzymes (powdered cellulose added to prevent caking)), romano cheese (pasteurized sheep's milk, cheese culture, salt, enzymes, modified food starch, powdered cellulose (anti-caking agent), flour blend (yellow corn flour, wheat flour, soybean oil, extractives of turmeric and paprika), parmesan cheese (pasteurized part-skim milk, cheese cultures, salt, enzymes, modified food starch, and anti-caking agent (powdered cellulose and potassium sorbate to protect flavor)), half & half (milk, cream), salt, parsley, rice flour, wheat fiber, black pepper.",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Select, Four Cheese Jumbo Ravioli",United States,"Durum wheat flour (enriched with iron (ferrous sulfate) and b vitamins (niacin, thiamin, riboflavin, folic acid)), ricotta cheese (pasteurized whey, cream, vinegar, and salt), whole milk ricotta cheese (sweet whey, whole milk, sweet cream, culture, vinegar and salt), water, whole egg, asiago cheese (pasteurized cow's milk, cheese cultures, salt, enzymes (powdered cellulose added to prevent caking)), romano cheese (pasteurized sheep's milk, cheese culture, salt, enzymes, modified food starch, powdered cellulose (anti-caking agent), parmesan cheese (pasteurized part-skim milk, cheese cultures, salt, enzymes, modified food starch, and anti-caking agent (powdered cellulose and potassium sorbate to protect flavor)), flour blend (yellow corn flour, wheat flour, soybean oil, extractives of turmeric and paprika), half & half (milk, cream), salt, parsley, rice flour, wheat fiber, black pepper.",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Select, Beef Ravioli",United States,"Durum wheat flour (enriched with iron (ferrous sulfate) and b vitamins (niacin, thiamine, riboflavin, folic acid)), beef, water, whole milk ricotta cheese (sweet whey, whole milk, sweet cream, culture, vinegar and salt), whole egg, romano cheese (pasteurized sheep's milk, cheese culture, salt, enzymes, modified food starch, powdered cellulose (anti-caking agent), onions, celery, carrots, flour blend (yellow corn flour, wheat flour, soybean oil, extractives of turmeric and paprika), whole eggs, salt, canola oil, spinach, fresh garlic, rice flour, wheat fiber, parsley, fresh sage, fresh rosemary, black pepper, garlic powder.",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
